Orð;Mark;Lemma;Leiðrétt mark;Leiðrétt lemma
myrkhræddur;lkensf;myrkhræddur;;
en;c;en;;
Þormóður;nken-s;Þormóður;;
guðhræddur;lkensf;guðhræddur;;
»;punct;»;;
en;c;en;;
Þorgeir;nken-s;Þorgeir;;
sagði;sfg3eþ;segja;;
hann;fpken;hann;;
ekki;aa;ekki;;
vætta;lveosf;vættur;;
hræðast;snm;hræða;;
kunna;lkeevf;kunnur;;
og;c;og;;
síst;aae;varla;;
bregða;sng;bregða;;
sér;fpveþ;sig;;
við;ao;við;;
nokkurn;fokeo;nokkur;;
voveiflegan;lkeosf;voveiflegur;;
háska;nkeo;háski;;
.;punct;.;;
Síðan;aa;síðan;;
fóru;sfg3fþ;fara;;
þeir;fpkfn;hann;;
norðan;aa;norðan;;
af;aþ;af;;
Ströndum;nvfþ-s;Strönd;;
með;ao;með;;
feng;nkeo;fengur;;
þann;fakeo;sá;;
er;ct;er;;
þeir;fpkfn;hann;;
höfðu;sfg3fþ;hafa;;
fengið;ssg;fá;;
.;punct;.;;
Fór;sfg3eþ;fara;;
Þorgeir;nken-s;Þorgeir;;
heim;aa;heim;;
á;ao;á;;
Reykjahóla;nkfo-s;Reykjahólar;;
en;c;en;;
Þormóður;nken-s;Þormóður;;
á;ao;á;;
Laugaból;nheo-s;Laugaból;;
.;punct;.;;
];punct;];;
Um;ao;um;;
vorið;nheog;vor;;
bjó;sfg3eþ;búa;;
hann;fpken;hann;;
skip;nheo;skip;;
sitt;feheo;sinn;;
.;punct;.;;
Veglágur;nken-s;Veglágur;;
kom;sfg3eþ;koma;;
til;ae;til;;
skips;nhee;skip;;
og;c;og;;
tók;sfg3eþ;taka;;
Þorgeir;nken-s;Þorgeir;;
við;aþ;við;;
honum;fpkeþ;hann;;
og;c;og;;
flutti;sfg3eþ;flytja;;
hann;fpkeo;hann;;
utan;aa;utan;;
.;punct;.;;
Skipið;nheng;skip;;
kom;sfg3eþ;koma;;
við;ao;við;;
Orkneyjar;nvfo-s;Orkneyjar;;
.;punct;.;;
Rögnvaldur;nken-s;Rögnvaldur;;
Brúsason;nken-s;Brúsason;;
var;sfg3eþ;vera;;
þá;aa;þá;;
búinn;lkensf;búinn;;
til;ae;til;;
hernaðar;nkee;hernaður;;
því;fpheþ;það;;
að;c;að;;
víkingar;nkfn;víkingur;;
margir;lkfnsf;margur;;
lágu;sfg3fþ;liggja;;
við;ao;við;;
eyjarnar;nvfog;ey;;
þeir;fakfn;sá;;
er;ct;er;;
rændu;sfg3fþ;ræna;;
búendur;nkfn;búandi;;
og;c;og;;
kaupmenn;nkfn;kaupmaður;;
og;c;og;;
vildi;sfg3eþ;vilja;;
Rögnvaldur;nken-s;Rögnvaldur;;
refsa;sng;refsa;;
þeim;fpkfþ;hann;;
sín;fehfo;sinn;;
illvirki;nhfo;illvirki;;
.;punct;.;;
Þorgeir;nken-s;Þorgeir;;
selur;sfg3en;selja;;
þá;aa;þá;;
skip;nheo;skip;;
sitt;feheo;sinn;;
og;c;og;;
réðst;sfm3eþ;ráða;;
hann;fpken;hann;;
í;ao;í;;
lið;nheo;lið;;
með;aþ;með;;
Rögnvaldi;nkeþ-s;Rögnvaldur;;
.;punct;.;;
Veglágur;nken-s;Veglágur;;
fór;sfg3eþ;fara;;
upp;aa;upp;;
á;ao;á;;
Skotland;nheo-s;Skotland;;
og;c;og;;
gerðist;sfm3eþ;gera;;
þar;aa;þar;;
mikill;lkensf;mikill;;
þjófur;nken;þjófur;;
og;c;og;;
var;sfg3eþ;vera;;
þar;aa;þar;;
drepinn;sþgken;drepa;;
um;ao;um;;
síðir;nvfo;síðir;;
.;punct;.;;
Rögnvaldi;nkeþ-s;Rögnvaldur;;
virðist;sfm3en;virða;;
Þorgeir;nken-s;Þorgeir;;
vel;aa;vel;;
og;c;og;;
hans;fpkee;hann;;
förunautum;nkfþ;förunautur;;
því;fpheþ;það;;
að;c;að;;
hann;fpken;hann;;
reyndist;sfm3eþ;reyna;;
því;aa;því;;
meiri;lkenvm;mikill;;
kappi;nken;kappi;;
sem;ct;sem;;
hann;fpken;hann;;
kom;sfg3eþ;koma;;
í;ao;í;;
meiri;lvfovm;mikill;;
mannraunir;nvfo;mannraun;;
svo;aa;svo;;
sem;c;sem;;
Þormóður;nken-s;Þormóður;;
orti;sfg3eþ;yrkja;;
um;ao;um;;
:;punct;:;;
Í;aþ;í;;
hernaði;nkeþ;hernaður;;
varð;sfg3eþ;verða;;
Þorgeir;nken-s;Þorgeir;;
ágætur;lkensf;ágætur;;
maður;nken;maður;;
að;aþ;að;;
hug;nkeþ;hugur;;
og;c;og;;
vopnfimi;nveþ;vopnfimi;;
og;c;og;;
í;aþ;í;;
öllum;fokeþ;allur;;
röskleik;nkeþ;röskleikur;;
.;punct;.;;
Jarl;nken-s;Jarl;;
varð;sfg3eþ;verða;;
ágætur;lkensf;ágætur;;
af;aþ;af;;
þessi;faveþ;þessi;;
ferð;nveþ;ferð;;
því;fpheþ;það;;
að;c;að;;
hann;fpken;hann;;
sigraðist;sfm3eþ;sigra;;
hvar;aa;hvar;;
sem;c;sem;;
hann;fpken;hann;;
barðist;sfm3eþ;berja;;
um;ao;um;;
sumarið;nheog;sumar;;
og;c;og;;
gerði;sfg3eþ;gera;;
góðan;lkeosf;góður;;
frið;nkeo;friður;;
búkörlum;nkfþ;búkarl;;
og;c;og;;
kaupmönnum;nkfþ;kaupmaður;;
.;punct;.;;
Síðan;aa;síðan;;
um;ao;um;;
haustið;nheog;haust;;
fór;sfg3eþ;fara;;
Þorgeir;nken-s;Þorgeir;;
til;ae;til;;
Noregs;nkee-s;Noregur;;
og;c;og;;
var;sfg3eþ;vera;;
með;aþ;með;;
Ólafi;nkeþ-s;Ólafur;;
konungi;nkeþ;konungur;;
um;ao;um;;
veturinn;nkeog;vetur;;
í;aþ;í;;
góðri;lveþsf;góður;;
virðingu;nveþ;virðing;;
.;punct;.;;
Ólafur;nken-s;Ólafur;;
konungur;nken;konungur;;
þakkaði;sfg3eþ;þakka;;
honum;fpkeþ;hann;;
það;faheo;sá;;
er;ct;er;;
hann;fpken;hann;;
hafði;sfg3eþ;hafa;;
rekið;ssg;reka;;
þeirrar;favee;sá;;
sneypu;nvee;sneypa;;
er;ct;er;;
Þórir;nken-s;Þórir;;
hafði;sfg3eþ;hafa;;
gert;ssg;gera;;
honum;fpkeþ;hann;;
.;punct;.;;
Illugi;nken-s;Illugi;;
Arason;nken-s;Arason;;
var;sfg3eþ;vera;;
með;aþ;með;;
Ólafi;nkeþ-s;Ólafur;;
konungi;nkeþ;konungur;;
þann;fakeo;sá;;
vetur;nkeo;vetur;;
.;punct;.;;
Um;ao;um;;
vorið;nheog;vor;;
bjó;sfg3eþ;búa;;
Illugi;nken-s;Illugi;;
skip;nheo;skip;;
sitt;feheo;sinn;;
til;ae;til;;
Íslands;nhee-s;Ísland;;
.;punct;.;;
Þorgeir;nken-s;Þorgeir;;
segir;sfg3en;segja;;
Illuga;nkeþ-s;Illugi;;
að;c;að;;
hann;fpken;hann;;
vill;sfg3en;vilja;;
fara;sng;fara;;
með;aþ;með;;
honum;fpkeþ;hann;;
.;punct;.;;
En;c;en;;
Illugi;nken-s;Illugi;;
svarar;sfg3en;svara;;
honum;fpkeþ;hann;;
svo;aa;svo;;
:;punct;:;;
«;punct;«;;
Óráðlegt;lhensf;óráðlegur;;
sýnist;sfm3en;sýna;;
mér;fp1eþ;ég;;
að;c;að;;
þú;fp2en;þú;;
farir;svg2en;fara;;
út;aa;út;;
til;ae;til;;
Íslands;nhee-s;Ísland;;
.;punct;.;;
Hefir;sfg2en;hafa;;
þú;fp2en;þú;;
stórvirki;nhfo;stórvirki;;
gert;ssg;gera;;
í;aþ;í;;
mörgum;lhfþsf;margur;;
héruðum;nhfþ;hérað;;
og;c;og;;
áttu;sfg2en;eiga;;
þar;aa;þar;;
í;aþ;í;;
flestum;lkfþse;margur;;
stöðum;nkfþ;staður;;
illa;aa;illa;;
fritt;x;fritt;;
.;punct;.;;
En;c;en;;
þú;fp2en;þú;;
hefir;sfg2en;hafa;;
hér;aa;hér;;
mikinn;lkeosf;mikill;;
sóma;nkeo;sómi;;
af;aþ;af;;
konungi;nkeþ;konungur;;
og;c;og;;
góðan;lkeosf;góður;;
frið;nkeo;friður;;
af;aþ;af;;
öllum;fokfþ;allur;;
mönnum;nkfþ;maður;;
.;punct;.;;
Nú;aa;nú;;
mun;sfg1en;munu;;
eg;fp1en;eg;;
eigi;aa;eigi;;
flytja;sng;flytja;;
þig;fp2eo;þú;;
frá;aþ;frá;;
friðinum;nkeþg;friður;;
og;c;og;;
til;ae;til;;
ófriðarins;nkeeg;ófriður;;
því;fpheþ;það;;
að;c;að;;
þú;fp2en;þú;;
munt;sfg2en;munu;;
ekki;aa;ekki;;
svo;aa;svo;;
gott;lhensf;góður;;
upp;aa;upp;;
taka;sng;taka;;
á;aþ;á;;
Íslandi;nheþ-s;Ísland;;
sem;ct;sem;;
þú;fp2en;þú;;
tekur;sfg2en;taka;;
hér;aa;hér;;
hvern;fokeo;hver;;
dag;nkeo;dagur;;
mikinn;lkeosf;mikill;;
sóma;nkeo;sómi;;
af;aþ;af;;
konungi;nkeþ;konungur;;
.;punct;.;;
»;punct;»;;
«;punct;«;;
Vera;nven-s;Vera;;
má;sfg3en;mega;;
svo;aa;svo;;
,;punct;,;;
»;punct;»;;
segir;sfg3en;segja;;
Þorgeir;nken-s;Þorgeir;;
,;punct;,;;
«;punct;«;;
að;c;að;;
eg;fp1en;eg;;
komist;ssm;koma;;
þó;aa;þó;;
til;ae;til;;
Íslands;nhee-s;Ísland;;
að;c;að;;
þú;fp2en;þú;;
flytjir;svg2en;flytja;;
mig;fp1eo;ég;;
eigi;aa;eigi;;
.;punct;.;;
»;punct;»;;
Nú;aa;nú;;
býr;sfg3en;búa;;
Illugi;nken-s;Illugi;;
skip;nheo;skip;;
sitt;feheo;sinn;;
og;c;og;;
lætur;sfg3en;láta;;
í;ao;í;;
haf;nheo;haf;;
þá;aa;þá;;
er;sfg3en;vera;;
honum;fpkeþ;hann;;
gaf;sfg3eþ;gefa;;
byr;nken;byr;;
.;punct;.;;
Og;c;og;;
er;c;er;;
hann;fpken;hann;;
var;sfg3eþ;vera;;
í;aþ;í;;
haf;x;haf;;
látinn;sþgken;láta;;
þá;aa;þá;;
gengur;sfg3en;ganga;;
Þorgeir;nken-s;Þorgeir;;
einn;lkensf;einn;;
dag;nkeo;dagur;;
fyrir;ao;fyrir;;
konung;nkeo;konungur;;
og;c;og;;
biður;sfg3en;biðja;;
sér;fpkeþ;sig;;
fararleyfis;nhee;fararleyfi;;
.;punct;.;;
Ólafur;nken-s;Ólafur;;
konungur;nken;konungur;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Svo;aa;svo;;
virðist;sfm3en;virða;;
mér;fp1eþ;ég;;
að;c;að;;
minni;lvenvm;lítill;;
mannheill;nven;mannheill;;
hafir;svg2en;hafa;;
þú;fp2en;þú;;
á;aþ;á;;
Íslandi;nheþ-s;Ísland;;
en;c;en;;
hér;aa;hér;;
með;aþ;með;;
oss;fp1fþ;vér;;
.;punct;.;;
Þykir;sfg3en;þykja;;
mér;fp1eþ;ég;;
fyrir;aþ;fyrir;;
því;fpheþ;það;;
það;fphen;það;;
vænna;lhenvm;vænn;;
að;c;að;;
þú;fp2en;þú;;
sért;svg2en;vera;;
hér;aa;hér;;
með;aþ;með;;
oss;fp1fþ;vér;;
en;c;en;;
á;aþ;á;;
Íslandi;nheþ-s;Ísland;;
að;c;að;;
þú;fp2en;þú;;
hafir;svg2en;hafa;;
hér;aa;hér;;
meira;aam;mjög;;
gott;lhensf;góður;;
en;c;en;;
þar;aa;þar;;
.;punct;.;;
»;punct;»;;
Þorgeir;nken-s;Þorgeir;;
sótti;sfg3eþ;sækja;;
þetta;faheo;þessi;;
mál;nheo;mál;;
mjög;aa;mjög;;
við;ao;við;;
konung;nkeo;konungur;;
.;punct;.;;
Og;c;og;;
er;sfg3en;vera;;
konungur;nken;konungur;;
sér;fpheþ;sig;;
að;c;að;;
Þorgeiri;nkeþ-s;Þorgeir;;
þótti;sfg3eþ;þykja;;
mikið;aa;mikið;;
undir;ao;undir;;
að;cn;að;;
þiggja;sng;þiggja;;
það;fpheo;það;;
er;c;er;;
hann;fpken;hann;;
bað;sfg3eþ;biðja;;
þá;aa;þá;;
mælti;sfg3eþ;mæla;;
konungur;nken;konungur;;
:;punct;:;;
«;punct;«;;
Nú;aa;nú;;
mun;sfg3en;munu;;
að;aþ;að;;
því;fpheþ;það;;
koma;sng;koma;;
sem;ct;sem;;
eg;fp1en;eg;;
sagði;sfg1eþ;segja;;
hinn;gkeo;hinn;;
fyrsta;lkeove;fyrstur;;
tíma;nkeo;tími;;
er;c;er;;
þú;fp2en;þú;;
komst;sfg2eþ;koma;;
á;ao;á;;
vorn;fekeo;vor;;
fund;nkeo;fundur;;
að;c;að;;
þú;fp2en;þú;;
mundir;svg2eþ;munu;;
eigi;aa;eigi;;
vera;sng;vera;;
gæfumaður;nken;gæfumaður;;
í;aþ;í;;
öllum;fokfþ;allur;;
hlutum;nkfþ;hlutur;;
.;punct;.;;
Nú;aa;nú;;
mun;sfg1en;munu;;
eg;fp1en;eg;;
lofa;sng;lofa;;
þér;fp2eþ;þú;;
að;c;að;;
þú;fp2en;þú;;
farir;svg2en;fara;;
út;aa;út;;
til;ae;til;;
Íslands;nhee-s;Ísland;;
en;c;en;;
eigi;aa;eigi;;
munum;sfg1fn;munu;;
við;fp1fn;ég;;
sjást;sfm3fn;sjá;;
síðan;aa;síðan;;
ef;c;ef;;
við;fp1fn;ég;;
skiljum;sfg1fn;skilja;;
nú;aa;nú;;
.;punct;.;;
»;punct;»;;
Þorgeir;nken-s;Þorgeir;;
svarar;sfg3en;svara;;
:;punct;:;;
«;punct;«;;
Þökk;nven;þökk;;
kann;sfg1en;kunna;;
eg;fp1en;eg;;
yður;fp2fþ;þér;;
að;c;að;;
þér;fp2fn;þér;;
lofið;sfg2fn;lofa;;
mér;fp1eþ;ég;;
að;cn;að;;
fara;sng;fara;;
.;punct;.;;
En;c;en;;
það;fphen;það;;
ætla;sfg1en;ætla;;
eg;fp1en;eg;;
að;cn;að;;
fara;sng;fara;;
á;ao;á;;
yðvarn;fekeo;yðvarn;;
fund;nkeo;fundur;;
að;aþ;að;;
sumri;nheþ;sumar;;
.;punct;.;;
»;punct;»;;
Konungur;nken;konungur;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Vera;sng;vera;;
má;sfg3en;mega;;
að;c;að;;
svo;aa;svo;;
sé;svg3en;vera;;
að;c;að;;
þú;fp2en;þú;;
ætlir;svg2en;ætla;;
það;fpheo;það;;
en;c;en;;
eigi;aa;eigi;;
mun;sfg3en;munu;;
svo;aa;svo;;
verða;sng;verða;;
.;punct;.;;
»;punct;»;;
Nú;aa;nú;;
skilja;sfg3fn;skilja;;
þeir;fpkfn;hann;;
að;aþ;að;;
svo;aa;svo;;
mæltu;lheþsf;mæltur;;
.;punct;.;;
Þorgeir;nken-s;Þorgeir;;
tók;sfg3eþ;taka;;
sér;fpkeþ;sig;;
fari;svg3en;fara;;
með;aþ;með;;
þeim;fphfþ;það;;
norrænum;lkeþsf;norrænn;;
manni;nkeþ;maður;;
er;sfg3en;vera;;
Jökull;nken-s;Jökull;;
hét;sfg3eþ;heita;;
og;c;og;;
fór;sfg3eþ;fara;;
með;aþ;með;;
honum;fpkeþ;hann;;
út;aa;út;;
til;ae;til;;
Íslands;nhee-s;Ísland;;
.;punct;.;;
Það;fahen;sá;;
skip;nhen;skip;;
kom;sfg3eþ;koma;;
í;ao;í;;
Vaðil;nkeo;vaðill;;
og;c;og;;
fór;sfg3eþ;fara;;
Þorgeir;nken-s;Þorgeir;;
til;ae;til;;
vistar;nvee;vist;;
á;ao;á;;
Reykjahóla;nkfo-s;Reykjahólar;;
.;punct;.;;
Illuga;nkee-s;Illugi;;
reiddi;sfg3eþ;reiða;;
lengi;aa;lengi;;
úti;aa;úti;;
um;ao;um;;
sumarið;nheog;sumar;;
og;c;og;;
kom;sfg3eþ;koma;;
um;ao;um;;
haustið;nheog;haust;;
síð;ae;síð;;
norður;aa;norður;;
í;aþ;í;;
Hraunhöfn;nveþ-s;Hraunhöfn;;
á;aþ;á;;
Melrakkasléttu;nveþ-s;Melrakkaslétta;;
.;punct;.;;
Hann;fpken;hann;;
setti;sfg3eþ;setja;;
þar;aa;þar;;
upp;aa;upp;;
skipið;nheog;skip;;
og;c;og;;
bjó;sfg3eþ;búa;;
um;aa;um;;
og;c;og;;
fær;sfg3en;fá;;
menn;nkfo;maður;;
til;ae;til;;
varðveislu;nvee;varðveisla;;
skipsins;nheeg;skip;;
um;ao;um;;
veturinn;nkeog;vetur;;
,;punct;,;;
fór;sfg3eþ;fara;;
við;ao;við;;
það;fpheo;það;;
norðan;aa;norðan;;
um;ao;um;;
héruð;nhfo;hérað;;
og;c;og;;
ætlaði;sfg3eþ;ætla;;
heim;aa;heim;;
til;ae;til;;
Hóla;nkfe-s;Hólar;;
.;punct;.;;
Gautur;nken-s;Gautur;;
Sleituson;nken-s;Sleituson;;
er;sfg3en;vera;;
fyrr;aam;snemmt;;
var;sfg3eþ;vera;;
getið;sþghen;geta;;
kom;sfg3eþ;koma;;
til;ae;til;;
fundar;nkee;fundur;;
við;ao;við;;
Illuga;nkeo-s;Illugi;;
er;c;er;;
hann;fpken;hann;;
fór;sfg3eþ;fara;;
norðan;aa;norðan;;
og;c;og;;
tók;sfg3eþ;taka;;
sér;fpkeþ;sig;;
fari;svg3en;fara;;
með;aþ;með;;
honum;fpkeþ;hann;;
að;aþ;að;;
sumri;nheþ;sumar;;
.;punct;.;;
Einn;fokeo;einn;;
dag;nkeo;dagur;;
er;sfg3en;vera;;
Illugi;nken-s;Illugi;;
áði;sfg3eþ;æja;;
hesti;nkeþ;hestur;;
sínum;fekeþ;sinn;;
með;aþ;með;;
sínu;feheþ;sinn;;
föruneyti;nheþ;föruneyti;;
kom;sfg3eþ;koma;;
þar;aa;þar;;
maður;nken;maður;;
einn;tfken;einn;;
ríðandi;slg;ríða;;
á;ao;á;;
áifanga;nkfo;áifangi;;
.;punct;.;;
Sá;faken;sá;;
var;sfg3eþ;vera;;
í;aþ;í;;
hvítri;lveþsf;hvítur;;
heklu;nveþ;hekla;;
.;punct;.;;
Hann;fpken;hann;;
kvaddi;sfg3eþ;kveðja;;
Illuga;nveo-s;Illuga;;
.;punct;.;;
Hann;fpken;hann;;
tók;sfg3eþ;taka;;
kveðju;nveo;kveðja;;
hans;fpkee;hann;;
og;c;og;;
spurði;sfg3eþ;spyrja;;
hver;fsken;hver;;
hann;fpken;hann;;
væri;svg3eþ;vera;;
.;punct;.;;
Hann;fpken;hann;;
sagði;sfg3eþ;segja;;
:;punct;:;;
«;punct;«;;
Eg;fp1en;Eg;;
heiti;sfg1en;heita;;
Helgi;nken-s;Helgi;;
.;punct;.;;
»;punct;»;;
Illugi;nken-s;Illugi;;
segir;sfg3en;segja;;
:;punct;:;;
«;punct;«;;
Hvaðan;aa;hvaðan;;
ertu;sfg2en;vera;;
kynjaður;lkensf;kynjaður;;
eða;c;eða;;
hvar;aa;hvar;;
áttu;sfg2en;eiga;;
heima;aa;heima;;
?;punct;?;;
»;punct;»;;
Helgi;nken-s;Helgi;;
svarar;sfg3en;svara;;
:;punct;:;;
«;punct;«;;
Víða;aa;víða;;
stendur;sfg3en;standa;;
kyn;nhen;kyn;;
mitt;fehen;minn;;
fótum;nkfþ;fótur;;
en;c;en;;
þó;aa;þó;;
er;sfg3en;vera;;
hér;aa;hér;;
flest;lhense;margur;;
fyrir;ao;fyrir;;
norðan;aa;norðan;;
land;nheo;land;;
.;punct;.;;
En;c;en;;
hvergi;aa;hvergi;;
á;sfg1en;eiga;;
eg;fp1en;eg;;
heima;aa;heima;;
og;c;og;;
eigi;aa;eigi;;
hefi;sfg1en;hafa;;
eg;fp1en;eg;;
heill;lkensf;heill;;
til;ae;til;;
þess;fphee;það;;
að;cn;að;;
hafa;sng;hafa;;
tveggja;tfhfe;tveir;;
missera;nhfe;misseri;;
vistir;nvfo;vist;;
en;c;en;;
jafnan;aa;jafnan;;
hefi;sfg1en;hafa;;
eg;fp1en;eg;;
kaup;nhfo;kaup;;
á;aþ;á;;
sumrum;nhfþ;sumar;;
og;c;og;;
enn;aa;enn;;
hefir;sfg3en;hafa;;
svo;aa;svo;;
verið;ssg;vera;;
í;ao;í;;
sumar;nheo;sumar;;
og;c;og;;
margir;lkfnsf;margur;;
menn;nkfn;maður;;
kennast;snm;kenna;;
við;ao;við;;
mig;fp1eo;ég;;
ef;c;ef;;
heyrir;sfg3en;heyra;;
kenningarnafn;nheo;kenningarnafn;;
mitt;feheo;minn;;
.;punct;.;;
»;punct;»;;
Illugi;nken-s;Illugi;;
spurði;sfg3eþ;spyrja;;
:;punct;:;;
«;punct;«;;
Hvert;aa;hvert;;
er;sfg3en;vera;;
það;fphen;það;;
?;punct;?;;
»;punct;»;;
Helgi;nken-s;Helgi;;
svarar;sfg3en;svara;;
:;punct;:;;
«;punct;«;;
Eg;fp1en;Eg;;
er;sfg1en;vera;;
kallaður;sþgken;kalla;;
Helgi;nken-s;Helgi;;
selseista;nhfe;selseisti;;
.;punct;.;;
»;punct;»;;
Illugi;nken-s;Illugi;;
segir;sfg3en;segja;;
:;punct;:;;
«;punct;«;;
Fánefnt;lhensf;fánefndur;;
er;sfg3en;vera;;
það;fphen;það;;
kenningarnafn;nhen;kenningarnafn;;
en;c;en;;
þó;aa;þó;;
hefi;sfg1en;hafa;;
eg;fp1en;eg;;
heyrt;ssg;heyra;;
þín;fp2ee;þú;;
getið;sþghen;geta;;
.;punct;.;;
»;punct;»;;
Helgi;nken-s;Helgi;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Það;fphen;það;;
er;sfg3en;vera;;
erindi;nhen;erindi;;
mitt;fehen;minn;;
hingað;aa;hingað;;
að;c;að;;
eg;fp1en;eg;;
vil;sfg1en;vilja;;
vita;sng;vita;;
ef;c;ef;;
þú;fp2en;þú;;
vilt;sfg2en;vilja;;
ferja;sng;ferja;;
mig;fp1eo;ég;;
utan;aa;utan;;
að;aþ;að;;
sumri;nheþ;sumar;;
.;punct;.;;
»;punct;»;;
Illugi;nken-s;Illugi;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Eru;nveþ-s;Eru;;
þér;fp2eþ;þú;;
nokkur;fohfo;nokkur;;
vandræði;nhfo;vandræði;;
á;aþ;á;;
höndum;nvfþ;hönd;;
eða;c;eða;;
hefir;sfg2en;hafa;;
þú;fp2en;þú;;
nokkur;fohfo;nokkur;;
fé;nhfo;fé;;
?;punct;?;;
»;punct;»;;
Hann;fpken;hann;;
segir;sfg3en;segja;;
:;punct;:;;
«;punct;«;;
Engi;fohfn;engi;;
eru;sfg3fn;vera;;
mér;fp1eþ;ég;;
vandræði;nhfn;vandræði;;
á;aþ;á;;
höndum;nvfþ;hönd;;
en;c;en;;
eyvit;nhfn;eyvit;;
hefi;sfg1en;hafa;;
eg;fp1en;eg;;
fé;nheo;fé;;
.;punct;.;;
En;c;en;;
vera;sng;vera;;
mætti;svg3eþ;mega;;
að;c;að;;
heldur;aam;gjarna;;
væri;svg3eþ;vera;;
yður;fp2fþ;þér;;
létti;sfg3eþ;létta;;
að;aþ;að;;
mér;fp1eþ;ég;;
því;fpheþ;það;;
að;c;að;;
eg;fp1en;eg;;
er;sfg1en;vera;;
ofléttur;lkensf;ofléttur;;
maður;nken;maður;;
.;punct;.;;
»;punct;»;;
Illugi;nken-s;Illugi;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Ertu;sfg2en;vera;;
nokkur;foken;nokkur;;
atgervimaður;nken;atgervimaður;;
?;punct;?;;
»;punct;»;;
Hann;fpken;hann;;
segir;sfg3en;segja;;
:;punct;:;;
«;punct;«;;
Engi;foken;engi;;
er;sfg3en;vera;;
eg;fp1en;eg;;
íþróttamaður;nken;íþróttamaður;;
en;c;en;;
mikið;lhensf;mikill;;
traust;nhen;traust;;
á;aþ;á;;
eg;fp1en;eg;;
undir;aþ;undir;;
fótum;nkfþ;fótur;;
mínum;fekfþ;minn;;
og;c;og;;
brjóstheill;lkensf;brjóstheill;;
er;sfg1en;vera;;
eg;fp1en;eg;;
og;c;og;;
því;aa;því;;
fær;sfg3en;fá;;
engi;foken;engi;;
tekið;ssg;taka;;
mig;fp1eo;ég;;
á;ao;á;;
rás;nveo;rás;;
.;punct;.;;
»;punct;»;;
Illugi;nken-s;Illugi;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Gagn;nhen;gagn;;
er;sfg3en;vera;;
þeim;fpkfþ;hann;;
það;fphen;það;;
er;sfg3en;vera;;
allhræddir;lkfnsf;allhræddur;;
verða;sfg3fn;verða;;
.;punct;.;;
»;punct;»;;
Helgi;nken-s;Helgi;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Ekki;aa;ekki;;
hefi;sfg1en;hafa;;
eg;fp1en;eg;;
það;faheo;sá;;
reynt;ssg;reyna;;
að;cn;að;;
verða;sng;verða;;
allhræddur;lkensf;allhræddur;;
.;punct;.;;
En;c;en;;
vita;sng;vita;;
vil;sfg1en;vilja;;
eg;fp1en;eg;;
hvort;c;hvort;;
þú;fp2en;þú;;
vilt;sfg2en;vilja;;
veita;sng;veita;;
mér;fp1eþ;ég;;
farið;sþghen;fara;;
.;punct;.;;
»;punct;»;;
Illugi;nken-s;Illugi;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Kom;sbg2en;koma;;
þú;fp2en;þú;;
í;ao;í;;
vor;nheo;vor;;
til;ae;til;;
fundar;nkee;fundur;;
við;ao;við;;
mig;fp1eo;ég;;
og;c;og;;
ver;sfg1en;verja;;
með;aþ;með;;
mér;fp1eþ;ég;;
í;aþ;í;;
flutningum;nkfþ;flutningur;;
þá;aa;þá;;
er;c;er;;
eg;fp1en;eg;;
dreg;sfg1en;draga;;
saman;aa;saman;;
vöru;nveo;vara;;
mína;feveo;minn;;
og;c;og;;
far;sbg2en;fara;;
þá;aa;þá;;
með;aþ;með;;
mér;fp1eþ;ég;;
utan;aa;utan;;
.;punct;.;;
»;punct;»;;
«;punct;«;;
Sá;faken;sá;;
kostur;nken;kostur;;
líkar;sfg3en;líka;;
mér;fp1eþ;ég;;
vel;aa;vel;;
,;punct;,;;
»;punct;»;;
segir;sfg3en;segja;;
Helgi;nken-s;Helgi;;
.;punct;.;;
Nú;aa;nú;;
skiljast;sfm3fn;skilja;;
þeir;fpkfn;hann;;
að;aþ;að;;
svo;aa;svo;;
mæltu;lheþsf;mæltur;;
og;c;og;;
fer;sfg3en;fara;;
Illugi;nken-s;Illugi;;
vestur;aa;vestur;;
á;ao;á;;
Reykjahóla;nkfo-s;Reykjahólar;;
og;c;og;;
er;sfg3en;vera;;
þar;aa;þar;;
um;ao;um;;
veturinn;nkeog;vetur;;
.;punct;.;;
Bræður;nkfn;bróðir;;
tveir;tfkfn;tveir;;
bjuggu;sfg3fþ;búa;;
í;aþ;í;;
Garpsdal;nkeþ-s;Garpsdalur;;
.;punct;.;;
Hét;sfg3eþ;heita;;
annar;foken;annar;;
Kálfur;nken-s;Kálfur;;
en;c;en;;
annar;foken;annar;;
Steinólfur;nken-s;Steinólfur;;
.;punct;.;;
Þeir;fpkfn;hann;;
voru;sfg3fþ;vera;;
á;aþ;á;;
ungum;lkeþsf;ungur;;
aldri;nkeþ;aldur;;
og;c;og;;
vel;aa;vel;;
